id_atleta,sexo,edad,disciplina,subdisciplina,posicion,nivel,estatura_cm,masa_corporal_kg,imc,pct_grasa,masa_grasa_kg,masa_libre_grasa_kg,masa_muscular_kg,cintura_cm,cadera_cm,envergadura_cm,muslo_cm,brazo_contraido_cm,suma_6_pliegues,sprint_10m_s,sprint_20m_s,sprint_30m_s,salto_vertical_cm,salto_horizontal_cm,handgrip_kg,sentadilla_1rm_kg,press_banca_1rm_kg,vo2max_estimado_ml_kg_min,beep_test_nivel,cooper_12min_m,yoyo_ir1_m,t_test_s,illinois_s,rsa_6x30m_promedio_s,rsa_6x30m_fatiga_pct,sit_and_reach_cm
ATH-3040,M,18,Atletismo,Velocidad,400m,Intermedio,185.14,84.95,24.78,7.01,5.95,79.0,41.11,91.38,97.96,187.97,55.41,36.26,19.83,1.457,2.618,3.587,49.47,77.0,53.46,190.85,81.71,43.11,10.88,1800.0,890.86,11.059,16.357,7.491,4.81,20.27
ATH-3041,M,30,Atletismo,Velocidad,100m,Intermedio,179.69,84.89,26.29,8.71,7.39,77.5,47.52,92.79,91.92,185.79,51.14,34.43,20.75,1.35,2.725,4.404,49.79,100.99,50.1,176.03,94.63,43.92,10.23,1800.0,960.33,10.9,17.985,9.82,3.86,17.41
ATH-3042,M,25,Atletismo,Velocidad,100m,Profesional,178.45,80.24,25.2,12.31,9.88,70.36,42.92,90.77,100.93,188.05,60.72,35.28,31.21,1.505,2.957,4.56,43.0,67.68,53.53,162.59,102.62,33.47,6.75,1800.0,651.81,11.827,18.356,7.478,10.01,18.43
OUT-1003,M,30,Atletismo,Velocidad,200m,Intermedio,200.67,69.99,36.18,22.43,26.95,56.67,31.77,95.2,109.12,196.7,56.42,35.24,19.86,2.203,3.874,6.166,67.4,14.22,37.06,217.59,88.56,41.9,10.32,2875.96,1143.31,10.852,21.83,9.362,11.15,36.02
ATH-3044,F,21,Atletismo,Velocidad,100m,Amateur,171.01,76.03,26.0,10.03,7.63,68.4,40.98,85.61,98.61,174.64,55.48,36.88,27.64,1.492,2.736,3.91,39.61,75.6,42.08,145.12,97.31,43.81,10.95,1800.0,950.73,11.765,18.415,8.061,7.27,17.71
ATH-3045,M,23,Atletismo,Velocidad,100m,Intermedio,188.03,84.12,23.79,10.1,8.5,75.62,45.25,96.1,101.69,190.5,51.52,30.99,29.02,1.504,2.763,3.784,44.56,88.0,55.11,142.09,96.71,39.49,8.11,1800.0,773.48,11.139,16.618,9.464,6.24,19.97
ATH-3046,F,25,Atletismo,Velocidad,100m,Intermedio,193.08,78.29,21.0,10.19,7.98,70.31,42.92,90.62,101.76,209.63,56.12,39.2,28.99,1.512,2.595,4.093,43.27,67.18,50.57,122.18,100.81,38.77,8.57,1800.0,822.92,11.664,18.938,10.737,2.36,23.43
ATH-3047,M,19,Atletismo,Velocidad,200m,Élite,182.51,80.3,24.11,10.43,8.38,71.93,45.54,82.76,104.97,190.46,58.34,40.7,28.47,1.35,2.301,3.264,46.12,80.56,52.93,160.52,108.38,38.12,8.41,1800.0,757.85,11.647,18.667,10.018,7.5,25.67
ATH-3048,F,28,Atletismo,Velocidad,200m,Amateur,182.51,76.82,23.06,12.71,9.76,67.05,40.47,90.93,101.08,183.09,52.12,42.3,33.44,1.573,3.05,4.166,38.23,52.61,50.3,144.94,105.18,40.82,8.51,1800.0,771.99,10.695,17.435,7.984,5.75,17.93
ATH-3049,F,20,Atletismo,Velocidad,400m,Élite,177.86,78.67,24.87,9.75,7.67,71.0,39.31,86.34,92.72,185.18,58.33,40.74,24.35,1.413,2.435,3.563,35.39,67.93,47.57,144.15,78.0,41.82,10.34,1800.0,830.05,11.293,17.271,8.463,4.53,16.81
ATH-3050,F,25,Atletismo,Velocidad,100m,Élite,175.59,77.61,25.17,8.21,6.37,71.24,39.98,82.05,100.59,187.47,59.07,40.04,24.8,1.542,2.816,4.435,46.12,59.4,55.77,151.6,99.67,44.39,9.69,1801.08,896.87,11.275,17.607,8.11,4.03,14.17
ATH-3051,M,24,Atletismo,Velocidad,400m,Élite,178.33,84.56,26.59,10.66,9.01,75.55,43.47,88.64,97.96,179.4,57.53,33.25,32.43,1.555,3.009,3.987,51.67,99.07,46.85,167.75,94.84,47.26,12.24,2029.21,952.82,10.934,18.001,9.811,4.09,18.87
ATH-3052,M,24,Atletismo,Velocidad,100m,Intermedio,191.17,90.72,24.83,4.29,3.89,86.83,47.82,84.65,96.66,200.01,54.29,35.21,15.86,1.35,2.256,2.981,50.59,101.98,52.65,155.48,111.27,37.91,7.61,1800.0,797.46,11.115,17.417,10.617,1.73,20.29
ATH-3053,F,27,Atletismo,Velocidad,400m,Intermedio,194.97,74.29,19.54,9.4,6.98,67.3,36.44,88.38,106.61,198.88,54.54,36.4,26.54,1.578,2.94,3.867,44.65,68.92,50.17,162.29,74.29,47.7,12.29,1916.14,950.45,10.541,16.699,8.484,4.49,26.26
ATH-3054,M,18,Atletismo,Velocidad,100m,Élite,174.96,85.67,27.99,6.4,5.49,80.18,46.56,84.47,97.16,178.15,53.65,35.74,19.72,1.547,2.941,4.12,58.3,100.49,58.71,158.58,113.36,41.25,9.99,1800.0,935.07,10.639,16.092,8.358,4.6,28.26
ATH-3055,M,18,Atletismo,Velocidad,200m,Profesional,186.66,86.69,24.88,9.23,8.0,78.69,40.95,87.17,93.16,192.11,52.97,35.41,29.22,1.47,2.676,4.014,55.2,95.56,48.07,155.05,113.75,39.92,10.35,1800.0,827.24,11.358,18.054,7.501,6.69,19.08
ATH-3056,M,24,Atletismo,Velocidad,100m,Intermedio,190.08,80.76,22.35,12.36,9.98,70.78,39.27,94.4,99.37,198.67,57.46,37.49,26.02,1.576,2.772,3.796,37.36,75.96,47.65,125.23,104.65,37.15,8.8,1800.0,731.6,11.543,16.991,7.715,6.98,24.81
ATH-3057,M,24,Atletismo,Velocidad,200m,Amateur,179.48,76.05,23.61,5.21,3.96,72.08,42.34,86.32,99.72,181.34,57.92,34.79,15.94,1.424,2.5,3.703,52.58,73.89,53.58,159.98,104.03,44.05,9.95,1800.0,865.49,10.908,17.111,8.046,5.01,21.25
ATH-3058,M,21,Atletismo,Velocidad,200m,Élite,183.39,77.29,22.98,7.62,5.89,71.4,44.19,90.23,99.36,192.43,55.5,37.04,21.63,1.556,2.998,4.492,43.9,56.98,55.08,182.09,118.08,48.89,12.38,1906.49,1055.35,11.998,18.573,8.024,7.04,21.02
ATH-3059,F,23,Atletismo,Velocidad,200m,Amateur,177.23,85.18,27.12,10.19,8.68,76.49,44.18,88.54,100.6,185.1,57.8,35.89,28.91,1.486,2.661,3.702,45.91,75.64,56.2,168.98,114.7,39.27,10.12,1800.0,783.73,11.312,18.259,10.709,7.34,13.35
ATH-3060,M,18,Atletismo,Velocidad,100m,Intermedio,188.93,78.81,22.08,11.58,9.13,69.68,36.77,85.18,101.38,196.1,55.01,37.62,30.5,1.582,2.78,4.247,35.59,108.51,45.2,132.47,71.61,42.3,11.24,1800.0,835.25,11.773,18.485,8.65,7.75,17.06
ATH-3061,M,27,Atletismo,Velocidad,400m,Élite,186.13,81.12,23.41,12.46,10.11,71.01,41.01,80.98,97.68,194.77,53.81,30.32,36.42,1.43,2.641,3.715,39.52,83.35,52.75,175.9,101.44,41.99,9.77,1800.0,895.14,11.584,19.301,10.06,4.83,16.78
ATH-3062,F,28,Atletismo,Velocidad,400m,Amateur,173.78,73.63,24.38,9.19,6.77,66.86,37.27,88.95,98.36,179.52,51.0,35.68,25.77,1.502,2.721,4.049,51.95,109.1,51.0,168.3,76.83,40.43,9.92,1800.0,865.5,11.062,19.636,8.579,3.66,19.95
ATH-3063,M,24,Atletismo,Velocidad,200m,Intermedio,180.55,84.32,25.87,7.73,6.52,77.8,45.27,87.75,104.06,191.57,53.15,32.33,22.85,1.465,2.85,3.932,56.14,92.63,53.65,144.26,142.01,43.69,9.85,1844.18,941.26,11.006,17.307,9.709,4.65,28.1
ATH-3064,M,20,Atletismo,Velocidad,400m,Élite,179.76,87.07,26.95,9.98,8.69,78.38,48.38,91.83,101.49,179.99,56.32,38.75,28.86,1.36,2.745,4.13,52.91,95.96,54.32,154.94,126.85,33.13,6.4,1800.0,713.97,10.629,17.215,8.286,6.63,21.73
ATH-3065,M,24,Atletismo,Velocidad,100m,Intermedio,190.85,77.27,21.22,9.48,7.32,69.95,40.3,88.1,100.13,193.8,54.71,35.87,26.55,1.628,2.76,3.701,43.93,81.38,53.16,144.22,96.09,36.78,7.89,1800.0,684.37,11.274,18.91,10.626,9.81,20.04
ATH-3066,M,25,Atletismo,Velocidad,400m,Amateur,183.67,79.08,23.44,11.9,9.41,69.67,40.93,94.75,91.73,187.5,52.09,37.8,38.24,1.491,2.72,4.26,45.8,121.65,53.73,148.36,92.27,35.87,8.01,1800.0,660.78,11.219,17.929,8.225,6.29,25.18
ATH-3067,M,20,Atletismo,Velocidad,200m,Amateur,180.75,74.64,22.85,11.6,8.66,65.99,40.25,87.03,105.87,185.44,56.98,30.27,29.18,1.58,3.139,4.236,47.37,87.22,54.42,130.04,102.41,37.12,8.04,1800.0,712.66,10.475,17.014,11.261,6.84,26.79
ATH-3068,F,29,Atletismo,Velocidad,100m,Intermedio,188.28,80.35,22.67,10.26,8.24,72.11,44.56,89.74,97.65,189.35,57.85,38.13,24.65,1.371,2.406,3.615,46.38,92.3,59.62,155.28,105.41,34.61,8.53,1800.0,706.52,10.993,17.59,10.569,4.4,25.61
ATH-3069,F,31,Atletismo,Velocidad,400m,Amateur,172.09,82.45,27.84,7.81,6.44,76.01,42.25,87.89,102.2,176.7,54.52,36.89,19.68,1.35,2.489,3.689,38.61,70.13,51.76,147.76,110.21,46.26,11.21,1963.67,1015.84,11.284,17.152,10.277,6.39,22.2
ATH-3070,M,26,Atletismo,Velocidad,400m,Intermedio,173.1,82.84,27.65,8.61,7.13,75.71,45.36,89.95,110.15,179.49,58.85,41.84,24.91,1.477,2.977,4.639,45.27,74.07,57.91,182.73,76.67,43.88,10.01,1852.84,833.94,10.904,17.981,6.061,3.3,21.7
ATH-3071,M,18,Atletismo,Velocidad,100m,Intermedio,191.58,87.54,23.85,10.17,8.9,78.64,45.28,85.71,102.07,196.89,50.4,37.07,30.73,1.514,2.704,4.04,40.65,87.65,51.7,183.49,102.19,41.56,10.71,1800.0,878.19,11.06,17.685,12.122,4.23,17.3
ATH-3072,M,24,Atletismo,Velocidad,400m,Amateur,179.67,87.87,27.22,12.79,11.24,76.64,43.08,87.3,96.21,181.88,57.55,42.08,32.22,1.629,3.106,4.686,38.59,57.58,56.64,159.68,101.74,40.58,9.94,1800.0,749.81,12.11,18.279,8.967,3.23,19.24
ATH-3073,F,24,Atletismo,Velocidad,100m,Élite,177.98,84.46,26.66,8.34,7.04,77.42,38.32,84.4,105.76,182.03,61.83,34.38,26.23,1.571,2.888,3.999,36.07,68.15,48.76,132.52,97.39,39.51,9.61,1800.0,850.3,11.711,19.746,7.005,6.85,24.23
ATH-3074,M,32,Atletismo,Velocidad,200m,Profesional,180.18,74.13,22.83,10.83,8.03,66.1,42.0,91.37,100.11,183.97,57.58,38.25,28.31,1.573,3.064,4.347,36.99,76.4,53.36,139.89,110.33,46.06,10.73,1824.72,1045.47,11.4,18.202,6.687,5.02,24.2
ATH-3075,M,24,Atletismo,Velocidad,100m,Intermedio,194.17,84.4,22.39,11.65,9.83,74.57,51.6,96.83,96.71,200.94,51.88,38.09,32.69,1.454,2.793,4.447,37.3,50.31,52.04,204.19,119.62,37.6,8.36,1800.0,691.47,11.631,18.788,7.178,6.93,21.58
ATH-3076,F,18,Atletismo,Velocidad,400m,Amateur,188.55,75.24,21.16,14.36,10.8,64.43,35.64,86.27,103.78,196.85,55.08,35.93,45.4,1.563,2.791,3.938,39.02,85.86,50.0,163.45,79.94,40.95,9.04,1800.0,806.84,11.669,18.087,7.315,7.92,20.62
ATH-3077,M,21,Atletismo,Velocidad,400m,Amateur,173.08,81.47,27.2,12.24,9.97,71.5,42.92,90.01,105.4,172.95,58.97,34.8,32.73,1.583,2.714,4.206,53.6,118.37,53.31,131.91,111.72,46.67,11.22,1805.87,952.33,10.721,17.136,8.559,9.19,24.71
ATH-3078,M,23,Atletismo,Velocidad,200m,Intermedio,183.05,83.44,24.9,8.9,7.42,76.02,42.79,88.72,102.05,188.96,51.03,35.26,26.23,1.48,2.658,3.777,38.24,68.36,55.38,143.02,98.44,44.21,10.21,1804.99,1016.19,11.713,19.014,9.269,3.81,18.11
ATH-3079,M,25,Atletismo,Velocidad,400m,Amateur,177.68,80.01,25.34,4.17,3.33,76.68,46.88,83.07,98.86,179.16,51.26,37.75,10.1,1.35,2.353,3.251,54.65,108.02,58.13,179.38,102.34,44.92,10.42,1800.0,913.5,11.649,17.908,6.972,6.19,25.3
ATH-3080,M,23,Atletismo,Velocidad,400m,Élite,189.57,89.7,24.96,7.48,6.71,82.99,48.31,90.82,107.7,195.65,62.31,37.15,22.59,1.407,2.637,3.521,46.19,93.79,58.32,158.48,100.52,43.69,10.2,1800.0,970.64,11.217,19.064,6.553,7.58,20.83
ATH-3081,M,22,Atletismo,Velocidad,400m,Élite,175.54,80.57,26.15,8.56,6.9,73.68,47.02,88.97,98.99,188.74,55.54,39.29,27.35,1.415,2.389,3.453,50.46,77.54,61.75,176.35,95.06,44.42,10.58,1800.0,972.21,11.116,17.525,7.746,5.3,26.42
ATH-3082,F,18,Atletismo,Velocidad,400m,Intermedio,184.72,82.71,24.24,8.14,6.73,75.98,44.96,84.32,107.14,187.48,53.47,35.0,26.04,1.384,2.381,3.47,48.07,112.83,51.62,148.8,119.42,39.77,10.19,1800.0,844.18,11.201,18.057,10.017,5.8,20.82
ATH-3083,F,21,Atletismo,Velocidad,400m,Élite,180.45,88.87,27.29,8.38,7.45,81.42,40.55,86.75,103.41,183.73,50.92,35.29,26.18,1.538,2.664,3.796,43.79,73.8,52.92,156.36,92.47,44.53,12.3,1932.62,919.49,11.631,19.799,9.737,4.76,12.04
ATH-3084,M,22,Atletismo,Velocidad,100m,Amateur,182.26,77.88,23.44,6.11,4.76,73.12,35.59,88.65,92.78,188.72,55.87,33.88,23.77,1.574,2.594,3.695,46.37,81.94,47.38,151.38,116.23,48.73,11.37,2208.51,965.67,10.421,15.679,10.001,3.73,19.56
ATH-3085,M,23,Atletismo,Velocidad,200m,Profesional,183.82,80.64,23.86,10.7,8.63,72.01,41.01,90.63,100.13,192.93,55.31,32.54,30.99,1.473,2.646,4.117,38.68,74.0,52.37,161.79,64.14,33.92,7.89,1800.0,600.0,11.536,17.942,7.132,6.27,15.38
ATH-3086,M,30,Atletismo,Velocidad,400m,Intermedio,188.86,87.67,24.58,10.0,8.77,78.9,38.47,89.34,93.16,197.28,54.06,37.12,30.34,1.628,3.037,3.947,45.4,89.18,43.53,158.43,102.2,36.23,8.17,1800.0,695.49,11.212,18.174,11.743,9.15,21.06
ATH-3087,M,26,Atletismo,Velocidad,400m,Profesional,177.98,84.52,26.68,5.63,4.76,79.76,46.72,88.92,98.42,188.48,60.26,36.77,19.32,1.487,2.712,3.862,59.52,98.77,57.97,151.59,109.51,45.15,10.75,1952.41,884.29,10.252,15.453,10.028,7.5,28.22
ATH-3088,M,20,Atletismo,Velocidad,100m,Intermedio,175.22,82.28,26.8,15.98,13.15,69.13,40.49,85.92,101.78,176.51,52.36,37.64,42.92,1.616,2.508,3.668,44.17,77.49,45.6,142.16,117.65,37.59,8.06,1800.0,691.03,12.018,18.76,8.732,7.04,23.42
ATH-3089,F,26,Atletismo,Velocidad,100m,Élite,184.64,74.22,21.77,13.22,9.82,64.4,34.75,90.35,97.22,188.63,55.13,35.89,35.15,1.716,3.356,5.157,37.39,79.08,46.34,136.21,93.5,35.19,7.65,1800.0,647.52,11.777,17.84,12.118,8.34,17.43
ATH-3090,M,18,Atletismo,Velocidad,400m,Élite,176.65,80.67,25.85,11.76,9.49,71.18,42.96,94.99,101.84,181.04,52.26,37.36,29.48,1.616,2.867,4.195,46.56,66.7,44.71,145.12,116.14,43.07,11.54,1800.0,891.63,11.502,17.168,11.321,4.22,22.88
ATH-3091,F,19,Atletismo,Velocidad,200m,Élite,184.81,75.96,22.24,9.76,7.41,68.55,40.5,84.2,99.81,191.92,55.89,35.7,26.53,1.553,2.9,3.893,41.57,87.17,50.77,136.37,102.85,39.0,10.14,1800.0,723.81,11.002,17.513,8.767,7.43,22.42
ATH-3092,M,21,Atletismo,Velocidad,100m,Élite,181.22,86.14,26.23,9.37,8.07,78.07,45.88,90.22,103.71,183.66,56.49,37.4,27.93,1.397,2.857,4.237,47.72,104.87,53.14,169.66,120.16,39.98,8.17,1800.0,841.46,10.868,17.453,6.65,5.49,22.35
ATH-3093,F,23,Atletismo,Velocidad,200m,Amateur,176.57,82.21,26.37,10.93,8.98,73.22,45.54,91.32,98.74,185.51,55.33,36.33,31.05,1.603,3.19,4.37,44.27,76.36,56.37,165.92,77.99,32.12,7.54,1800.0,600.0,11.039,18.101,7.84,7.01,18.36
ATH-3094,M,26,Atletismo,Velocidad,400m,Intermedio,175.88,73.24,23.67,11.31,8.28,64.96,38.58,88.85,97.69,181.26,49.6,35.12,35.2,1.612,2.827,4.374,41.55,84.22,50.68,133.26,98.74,37.79,9.48,1800.0,813.9,10.937,17.335,8.673,7.37,21.15
OUT-588,M,25,Atletismo,Velocidad,400m,Intermedio,202.82,52.3,23.18,28.55,11.93,74.11,46.65,88.27,86.37,203.13,59.47,29.81,62.19,1.388,2.071,5.357,41.28,19.25,63.04,105.77,68.57,57.45,15.83,3199.51,2032.68,10.224,14.396,5.023,8.87,19.06
ATH-3096,M,26,Atletismo,Velocidad,400m,Élite,180.99,78.46,23.95,11.24,8.82,69.64,39.51,92.42,101.19,182.99,60.75,34.92,22.93,1.633,3.464,5.045,44.14,89.7,58.05,164.6,114.71,42.13,9.17,1895.99,919.52,11.246,18.117,11.425,5.79,19.08
ATH-3097,M,28,Atletismo,Velocidad,400m,Intermedio,176.5,75.19,24.14,10.04,7.55,67.64,37.32,94.47,103.67,185.34,48.74,34.11,27.32,1.601,2.782,4.208,45.5,108.74,49.53,144.79,91.25,41.56,9.89,1800.0,743.79,11.17,17.734,10.047,6.47,34.64
ATH-3098,M,27,Atletismo,Velocidad,100m,Intermedio,181.64,79.11,23.98,12.18,9.64,69.48,33.7,89.82,99.6,188.22,54.55,36.8,39.73,1.672,3.008,4.142,35.72,38.66,51.79,147.7,76.55,40.68,10.03,1800.0,902.64,11.608,17.868,10.286,5.44,23.49
ATH-3099,F,21,Atletismo,Velocidad,400m,Intermedio,177.05,84.61,26.99,13.54,11.45,73.16,45.32,88.02,101.28,177.72,60.7,38.8,29.87,1.479,2.65,3.419,42.99,62.51,54.41,177.39,85.6,37.63,9.67,1800.0,807.99,11.634,16.507,7.766,7.22,22.56
ATH-3100,M,21,Atletismo,Velocidad,400m,Élite,183.45,77.34,22.98,6.59,5.1,72.24,45.43,88.85,101.62,189.77,52.99,36.34,15.21,1.574,2.545,3.907,48.53,70.27,58.3,155.03,96.58,42.49,8.91,1800.0,996.83,10.847,19.311,7.467,4.68,16.97
ATH-3101,M,26,Atletismo,Velocidad,400m,Amateur,184.46,85.64,25.17,11.44,9.8,75.84,45.45,87.23,97.54,190.86,53.31,36.19,30.25,1.479,2.821,4.181,44.53,63.34,54.37,147.5,110.24,40.23,9.17,1800.0,804.94,12.233,19.306,11.796,2.11,23.25
OUT-816,F,28,Atletismo,Velocidad,100m,Élite,168.89,54.1,33.31,4.25,23.62,72.41,30.12,90.52,114.27,197.91,65.2,37.36,26.33,1.623,3.905,3.88,66.51,16.86,36.73,179.2,130.6,41.67,10.68,2422.34,1351.75,10.516,14.966,8.961,4.89,35.04
ATH-3103,M,26,Atletismo,Velocidad,400m,Élite,179.42,83.58,25.97,12.51,10.45,73.13,40.24,86.06,101.97,185.02,54.52,38.47,40.47,1.528,3.008,4.335,39.38,70.36,51.4,152.0,104.11,47.06,10.78,1857.43,1004.58,11.665,19.967,9.082,8.31,19.46
ATH-3104,M,27,Atletismo,Velocidad,400m,Amateur,175.2,74.01,24.11,10.47,7.75,66.26,39.53,84.31,99.53,182.28,56.67,37.14,33.04,1.509,2.689,3.662,30.9,57.98,40.27,143.72,89.91,43.39,10.77,1800.0,907.35,11.067,16.676,8.083,8.0,17.14
ATH-3105,F,25,Atletismo,Velocidad,200m,Intermedio,182.98,86.76,25.91,9.46,8.21,78.55,43.92,89.0,98.18,187.34,55.24,35.08,25.17,1.603,2.943,3.962,52.37,66.83,58.18,173.5,131.21,45.37,10.63,1879.93,1066.11,11.096,17.761,10.84,7.31,20.16
ATH-3106,F,29,Atletismo,Velocidad,100m,Amateur,176.62,88.55,28.39,9.78,8.66,79.88,49.69,83.9,100.92,178.11,56.64,38.9,26.06,1.444,2.811,3.975,45.72,74.63,58.76,173.4,121.16,36.72,7.96,1800.0,695.46,10.648,18.203,8.954,7.63,21.8
ATH-3107,M,21,Atletismo,Velocidad,200m,Intermedio,178.5,80.32,25.21,6.58,5.29,75.04,49.37,91.93,98.23,182.28,62.75,36.63,15.75,1.418,2.745,4.081,58.14,126.67,55.53,180.23,131.86,41.76,9.58,1800.0,802.62,10.047,15.875,8.121,1.55,26.71
ATH-3108,M,27,Atletismo,Velocidad,200m,Élite,181.77,79.12,23.95,9.28,7.34,71.78,40.77,88.5,95.27,191.1,48.56,38.71,28.23,1.409,2.564,3.917,44.75,81.08,46.64,150.23,94.36,44.71,9.27,1800.0,895.55,11.614,18.672,6.775,6.49,27.2
ATH-3109,M,23,Atletismo,Velocidad,200m,Élite,184.3,82.24,24.21,11.62,9.56,72.68,46.85,92.93,104.97,193.88,56.98,38.83,30.09,1.36,2.512,3.828,44.73,85.38,54.7,141.44,86.69,38.81,7.48,1800.0,867.06,11.411,17.99,7.47,1.6,16.69
ATH-3110,M,19,Atletismo,Velocidad,400m,Intermedio,191.31,80.74,22.06,11.48,9.27,71.47,44.41,92.02,98.98,192.88,62.19,38.5,29.65,1.596,2.807,4.284,52.13,103.02,48.82,163.94,113.06,41.43,10.86,1800.0,958.09,11.271,18.141,7.302,2.54,25.09
ATH-3111,M,22,Atletismo,Velocidad,200m,Amateur,177.73,79.54,25.18,9.51,7.57,71.98,40.75,90.34,98.4,177.49,55.63,33.47,30.02,1.35,2.703,3.973,49.97,85.48,49.21,134.81,91.48,43.08,10.69,1800.0,946.35,10.899,16.704,9.336,9.82,21.97
ATH-3112,M,26,Atletismo,Velocidad,100m,Intermedio,178.66,93.74,29.37,13.71,12.85,80.88,44.88,91.13,102.53,181.77,58.14,37.81,42.19,1.585,3.103,4.414,31.33,46.26,53.36,150.24,111.16,38.68,10.18,1800.0,748.25,11.98,18.942,10.376,7.41,21.63
ATH-3113,M,29,Atletismo,Velocidad,100m,Amateur,170.85,86.99,29.8,9.67,8.41,78.58,47.11,88.77,100.97,171.28,58.07,29.96,26.95,1.441,2.806,4.046,54.29,96.48,49.27,138.67,115.08,47.12,13.17,2084.62,1142.17,10.869,17.273,6.768,6.27,24.83
ATH-3114,M,24,Atletismo,Velocidad,200m,Amateur,182.83,83.9,25.1,12.38,10.39,73.51,42.37,90.77,99.91,199.77,55.94,41.04,36.46,1.436,2.551,3.938,35.57,72.89,50.39,116.24,99.48,32.96,6.54,1800.0,600.0,11.442,17.227,7.507,5.57,19.43
ATH-3115,M,22,Atletismo,Velocidad,400m,Intermedio,174.84,83.29,27.25,6.66,5.55,77.74,45.71,84.91,95.19,182.0,60.54,39.33,17.55,1.59,2.948,4.202,51.38,97.0,64.21,175.64,108.68,50.07,12.93,1954.2,1077.97,10.486,17.493,9.314,3.26,24.23
ATH-3116,M,26,Atletismo,Velocidad,100m,Intermedio,187.2,73.74,21.04,11.16,8.23,65.51,42.29,88.36,99.45,196.2,54.29,37.61,27.04,1.485,2.788,4.278,47.96,95.59,55.12,167.04,117.06,38.33,7.56,1800.0,742.69,11.099,17.179,10.827,7.73,26.83
ATH-3117,F,18,Atletismo,Velocidad,400m,Profesional,183.79,80.11,23.72,10.17,8.15,71.96,39.76,87.2,98.3,192.89,52.23,36.29,24.28,1.609,2.937,4.43,44.07,68.58,50.03,170.63,90.17,39.86,8.81,1800.0,822.66,11.032,17.835,10.141,4.95,21.3
ATH-3118,F,24,Atletismo,Velocidad,100m,Amateur,174.76,79.4,26.0,9.22,7.32,72.08,39.49,88.77,99.67,177.89,50.31,36.12,26.13,1.479,2.711,4.16,38.97,74.62,41.77,185.48,119.07,46.33,11.44,1806.08,1101.4,10.998,17.192,8.9,5.33,26.36
ATH-3119,M,18,Atletismo,Velocidad,200m,Élite,181.76,87.46,26.48,11.44,10.0,77.46,45.68,90.19,101.01,181.07,52.92,38.5,31.14,1.442,2.588,3.764,47.52,94.96,52.47,148.3,117.77,39.0,9.91,1800.0,875.18,10.888,15.628,9.618,6.44,27.46
OUT-342,F,18,Atletismo,Velocidad,100m,Élite,186.15,98.86,33.19,16.52,3.3,54.85,50.85,94.86,114.59,159.03,55.25,32.72,20.3,2.113,3.123,6.282,41.23,68.07,44.37,198.33,47.36,49.14,10.31,2585.28,856.61,10.405,17.762,11.036,3.78,30.59
ATH-3121,M,19,Atletismo,Velocidad,200m,Amateur,189.05,84.24,23.57,11.1,9.35,74.89,43.88,93.68,99.96,192.88,56.1,35.4,31.78,1.479,2.562,3.602,51.17,80.02,52.09,170.21,93.08,43.92,10.42,1800.0,909.34,10.744,17.997,9.237,5.0,20.65
ATH-3122,M,25,Atletismo,Velocidad,200m,Amateur,184.66,77.96,22.86,11.37,8.87,69.1,40.16,92.59,101.81,194.49,58.7,33.7,30.31,1.643,3.2,4.471,44.48,96.35,49.03,153.5,107.06,41.09,10.13,1800.0,905.29,11.201,18.761,11.509,7.81,19.52
ATH-3123,M,22,Atletismo,Velocidad,400m,Profesional,177.2,83.39,26.56,8.51,7.09,76.3,41.3,93.06,104.69,175.79,58.29,43.22,21.08,1.466,2.641,3.374,48.37,73.29,49.79,164.66,119.58,46.5,11.19,1987.06,948.85,11.366,18.842,11.836,3.4,16.82
ATH-3124,M,20,Atletismo,Velocidad,100m,Amateur,192.6,78.86,21.26,14.39,11.35,67.51,37.33,85.42,98.83,196.09,51.52,36.3,43.87,1.598,2.957,3.874,39.91,92.39,47.59,148.75,80.42,38.58,9.01,1800.0,708.9,11.882,18.965,9.122,7.59,15.25
ATH-3125,M,27,Atletismo,Velocidad,200m,Amateur,175.34,83.07,27.02,13.81,11.47,71.6,40.95,91.33,102.38,179.92,55.39,40.33,40.51,1.571,2.926,4.224,43.78,78.34,51.26,136.99,77.25,37.56,8.69,1800.0,734.1,10.929,19.172,9.27,8.84,20.43
ATH-3126,M,20,Atletismo,Velocidad,200m,Intermedio,192.32,82.75,22.37,9.85,8.15,74.6,42.1,87.17,99.72,199.34,57.96,34.62,25.49,1.506,2.884,4.187,43.95,65.43,51.87,132.59,98.66,35.06,8.98,1800.0,614.93,11.8,18.937,9.659,5.47,22.3
ATH-3127,F,25,Atletismo,Velocidad,100m,Amateur,182.38,84.25,25.33,11.24,9.47,74.78,42.84,85.81,102.12,186.21,58.75,31.62,30.41,1.446,2.921,4.765,47.9,80.69,55.98,159.27,74.9,40.78,10.75,1800.0,868.43,10.765,17.603,12.242,5.97,20.48
ATH-3128,M,24,Atletismo,Velocidad,400m,Profesional,174.17,87.32,28.78,8.06,7.04,80.28,47.07,90.74,99.43,180.0,54.51,35.46,19.28,1.35,2.544,3.577,60.13,92.38,55.97,174.37,105.47,42.1,10.02,1800.0,937.86,11.328,19.243,6.653,4.61,20.01
